Date,HomeTeam,AwayTeam,FTHG,FTAG
2016-02-19,Levante,Getafe,3,0
2016-02-20,Betis,Sp Gijon,1,1
2016-02-20,Celta,Eibar,3,2
2016-02-20,Espanol,La Coruna,1,0
2016-02-20,Las Palmas,Barcelona,1,2
2016-02-21,Ath Bilbao,Sociedad,0,1
2016-02-21,Ath Madrid,Villarreal,0,0
2016-02-21,Granada,Valencia,1,2
2016-02-21,Malaga,Real Madrid,1,1
2016-02-21,Vallecano,Sevilla,2,2
2016-02-26,Eibar,Las Palmas,0,1
2016-02-27,Betis,Vallecano,2,2
2016-02-27,Getafe,Celta,0,1
2016-02-27,Real Madrid,Ath Madrid,0,1
2016-02-27,Sociedad,Malaga,1,1
2016-02-27,Sp Gijon,Espanol,2,4
2016-02-28,Barcelona,Sevilla,2,1
2016-02-28,La Coruna,Granada,0,1
2016-02-28,Valencia,Ath Bilbao,0,3
2016-02-28,Villarreal,Levante,3,0
2016-03-01,Ath Madrid,Sociedad,3,0
2016-03-01,Las Palmas,Getafe,4,0
2016-03-02,Ath Bilbao,La Coruna,4,1
2016-03-02,Celta,Villarreal,0,0
2016-03-02,Levante,Real Madrid,1,3
2016-03-02,Malaga,Valencia,1,2
2016-03-02,Sevilla,Eibar,1,0
2016-03-03,Espanol,Betis,0,3
2016-03-03,Granada,Sp Gijon,2,0
2016-03-03,Vallecano,Barcelona,1,5
2016-03-05,Getafe,Sevilla,1,1
2016-03-05,La Coruna,Malaga,3,3
2016-03-05,Real Madrid,Celta,7,1
2016-03-05,Villarreal,Las Palmas,0,1
2016-03-06,Betis,Granada,2,0
2016-03-06,Eibar,Barcelona,0,4
2016-03-06,Sociedad,Levante,1,1
2016-03-06,Sp Gijon,Ath Bilbao,0,2
2016-03-06,Valencia,Ath Madrid,1,3
2016-03-07,Espanol,Vallecano,2,1
2016-03-11,Malaga,Sp Gijon,1,0
2016-03-12,Ath Madrid,La Coruna,3,0
2016-03-12,Barcelona,Getafe,6,0
2016-03-12,Celta,Sociedad,1,0
2016-03-12,Vallecano,Eibar,1,1
2016-03-13,Ath Bilbao,Betis,3,1
2016-03-13,Las Palmas,Real Madrid,1,2
2016-03-13,Levante,Valencia,1,0
2016-03-13,Sevilla,Villarreal,4,2
2016-03-14,Granada,Espanol,1,1
2016-03-18,Getafe,Eibar,1,1
2016-03-19,Betis,Malaga,0,1
2016-03-19,Granada,Vallecano,2,2
2016-03-19,La Coruna,Levante,2,1
2016-03-19,Sociedad,Las Palmas,0,1
2016-03-19,Sp Gijon,Ath Madrid,2,1
2016-03-20,Espanol,Ath Bilbao,2,1
2016-03-20,Real Madrid,Sevilla,4,0
2016-03-20,Valencia,Celta,0,2
2016-03-20,Villarreal,Barcelona,2,2
2016-04-01,Vallecano,Getafe,2,0
2016-04-02,Ath Madrid,Betis,5,1
2016-04-02,Barcelona,Real Madrid,1,2
2016-04-02,Celta,La Coruna,1,1
2016-04-02,Las Palmas,Valencia,2,1
2016-04-03,Ath Bilbao,Granada,1,1
2016-04-03,Eibar,Villarreal,1,2
2016-04-03,Malaga,Espanol,1,1
2016-04-03,Sevilla,Sociedad,1,2
2016-04-04,Levante,Sp Gijon,0,0
2016-04-08,Granada,Malaga,0,0
2016-04-09,Betis,Levante,1,0
2016-04-09,Espanol,Ath Madrid,1,3
2016-04-09,Real Madrid,Eibar,4,0
2016-04-09,Sociedad,Barcelona,1,0
2016-04-10,Ath Bilbao,Vallecano,1,0
2016-04-10,Sp Gijon,Celta,0,1
2016-04-10,Valencia,Sevilla,2,1
2016-04-10,Villarreal,Getafe,2,0
2016-04-11,La Coruna,Las Palmas,1,3
2016-04-15,Levante,Espanol,2,1
2016-04-16,Celta,Betis,1,1
2016-04-16,Eibar,Sociedad,2,1
2016-04-16,Getafe,Real Madrid,1,5
2016-04-16,Las Palmas,Sp Gijon,1,1
2016-04-17,Ath Madrid,Granada,3,0
2016-04-17,Barcelona,Valencia,1,2
2016-04-17,Malaga,Ath Bilbao,0,1
2016-04-17,Sevilla,La Coruna,1,1
2016-04-17,Vallecano,Villarreal,2,1
2016-04-19,Betis,Las Palmas,1,0
2016-04-19,Espanol,Celta,1,1
2016-04-20,Ath Bilbao,Ath Madrid,0,1
2016-04-20,La Coruna,Barcelona,0,8
2016-04-20,Malaga,Vallecano,1,1
2016-04-20,Real Madrid,Villarreal,3,0
2016-04-20,Sp Gijon,Sevilla,2,1
2016-04-20,Valencia,Eibar,4,0
2016-04-21,Granada,Levante,5,1
2016-04-21,Sociedad,Getafe,1,2
2016-04-22,Las Palmas,Espanol,4,0
2016-04-23,Ath Madrid,Malaga,1,0
2016-04-23,Barcelona,Sp Gijon,6,0
2016-04-23,Eibar,La Coruna,1,1
2016-04-23,Vallecano,Real Madrid,2,3
2016-04-24,Getafe,Valencia,2,2
2016-04-24,Levante,Ath Bilbao,2,2
2016-04-24,Sevilla,Betis,2,0
2016-04-24,Villarreal,Sociedad,0,0
2016-04-25,Celta,Granada,2,1
2016-04-29,Sp Gijon,Eibar,2,0
2016-04-30,Ath Madrid,Vallecano,1,0
2016-04-30,Betis,Barcelona,0,2
2016-04-30,Granada,Las Palmas,3,2
2016-04-30,Sociedad,Real Madrid,0,1
2016-05-01,Ath Bilbao,Celta,2,1
2016-05-01,Espanol,Sevilla,1,0
2016-05-01,La Coruna,Getafe,0,2
2016-05-01,Valencia,Villarreal,0,2
2016-05-02,Malaga,Levante,3,1
2016-05-08,Barcelona,Espanol,5,0
2016-05-08,Celta,Malaga,1,0
2016-05-08,Eibar,Betis,1,1
2016-05-08,Getafe,Sp Gijon,1,1
2016-05-08,Las Palmas,Ath Bilbao,0,0
2016-05-08,Levante,Ath Madrid,2,1
2016-05-08,Real Madrid,Valencia,3,2
2016-05-08,Sevilla,Granada,1,4
2016-05-08,Sociedad,Vallecano,2,1
2016-05-08,Villarreal,La Coruna,0,2
2016-05-13,Valencia,Sociedad,0,1
2016-05-14,Ath Bilbao,Sevilla,3,1
2016-05-14,Ath Madrid,Celta,2,0
2016-05-14,Granada,Barcelona,0,3
2016-05-14,La Coruna,Real Madrid,0,2
2016-05-15,Betis,Getafe,2,1
2016-05-15,Espanol,Eibar,4,2
2016-05-15,Malaga,Las Palmas,4,1
2016-05-15,Sp Gijon,Villarreal,2,0
2016-05-15,Vallecano,Levante,3,1
2016-08-19,La Coruna,Eibar,2,1
2016-08-19,Malaga,Osasuna,1,1
2016-08-20,Barcelona,Betis,6,2
2016-08-20,Granada,Villarreal,1,1
2016-08-20,Sevilla,Espanol,6,4
2016-08-21,Ath Madrid,Alaves,1,1
2016-08-21,Sociedad,Real Madrid,0,3
2016-08-21,Sp Gijon,Ath Bilbao,2,1
2016-08-22,Celta,Leganes,0,1
2016-08-22,Valencia,Las Palmas,2,4
2016-08-26,Betis,La Coruna,0,0
2016-08-26,Espanol,Malaga,2,2
2016-08-27,Eibar,Valencia,1,0
2016-08-27,Leganes,Ath Madrid,0,0
2016-08-27,Osasuna,Sociedad,0,2
2016-08-27,Real Madrid,Celta,2,1
2016-08-28,Alaves,Sp Gijon,0,0
2016-08-28,Ath Bilbao,Barcelona,0,1
2016-08-28,Las Palmas,Granada,5,1
2016-08-28,Villarreal,Sevilla,0,0
2016-09-09,Sociedad,Espanol,1,1
2016-09-10,Barcelona,Alaves,1,2
2016-09-10,Celta,Ath Madrid,0,4
2016-09-10,Malaga,Villarreal,0,2
2016-09-10,Real Madrid,Osasuna,5,2
2016-09-10,Sevilla,Las Palmas,2,1
2016-09-11,Granada,Eibar,1,2
2016-09-11,La Coruna,Ath Bilbao,0,1
2016-09-11,Sp Gijon,Leganes,2,1
2016-09-11,Valencia,Betis,2,3
2016-09-16,Betis,Granada,2,2
2016-09-17,Ath Madrid,Sp Gijon,5,0
2016-09-17,Eibar,Sevilla,1,1
2016-09-17,Las Palmas,Malaga,1,0
2016-09-17,Leganes,Barcelona,1,5
2016-09-18,Ath Bilbao,Valencia,2,1
2016-09-18,Espanol,Real Madrid,0,2
2016-09-18,Osasuna,Celta,0,0
2016-09-18,Villarreal,Sociedad,2,1
2016-09-19,Alaves,La Coruna,0,0
2016-09-20,Malaga,Eibar,2,1
2016-09-20,Sevilla,Betis,1,0
2016-09-21,Barcelona,Ath Madrid,1,1
2016-09-21,Celta,Sp Gijon,2,1
2016-09-21,Granada,Ath Bilbao,1,2
2016-09-21,Real Madrid,Villarreal,1,1
2016-09-21,Sociedad,Las Palmas,4,1
2016-09-22,La Coruna,Leganes,1,2
2016-09-22,Osasuna,Espanol,1,2
2016-09-22,Valencia,Alaves,2,1
2016-09-23,Betis,Malaga,1,0
2016-09-24,Ath Bilbao,Sevilla,3,1
2016-09-24,Eibar,Sociedad,2,0
2016-09-24,Las Palmas,Real Madrid,2,2
2016-09-24,Sp Gijon,Barcelona,0,5
2016-09-25,Ath Madrid,La Coruna,1,0
2016-09-25,Espanol,Celta,0,2
2016-09-25,Leganes,Valencia,1,2
2016-09-25,Villarreal,Osasuna,3,1
2016-09-26,Alaves,Granada,3,1
2016-09-30,Sociedad,Betis,1,0
2016-10-01,Granada,Leganes,0,1
2016-10-01,La Coruna,Sp Gijon,2,1
2016-10-01,Osasuna,Las Palmas,2,2
2016-10-01,Sevilla,Alaves,2,1
2016-10-02,Celta,Barcelona,4,3
2016-10-02,Espanol,Villarreal,0,0
2016-10-02,Malaga,Ath Bilbao,2,1
2016-10-02,Real Madrid,Eibar,1,1
2016-10-02,Valencia,Ath Madrid,0,2
2016-10-14,Las Palmas,Espanol,0,0
2016-10-15,Ath Madrid,Granada,7,1
2016-10-15,Barcelona,La Coruna,4,0
2016-10-15,Betis,Real Madrid,1,6
2016-10-15,Leganes,Sevilla,2,3
2016-10-16,Alaves,Malaga,1,1
2016-10-16,Ath Bilbao,Sociedad,3,2
2016-10-16,Sp Gijon,Valencia,1,2
2016-10-16,Villarreal,Celta,5,0
2016-10-17,Eibar,Osasuna,2,3
2016-10-21,Osasuna,Betis,1,2
2016-10-22,Espanol,Eibar,3,3
2016-10-22,Granada,Sp Gijon,0,0
2016-10-22,Sociedad,Alaves,3,0
2016-10-22,Valencia,Barcelona,2,3
2016-10-23,Celta,La Coruna,4,1
2016-10-23,Malaga,Leganes,4,0
2016-10-23,Real Madrid,Ath Bilbao,2,1
2016-10-23,Sevilla,Ath Madrid,1,0
2016-10-23,Villarreal,Las Palmas,2,1
2016-10-28,Leganes,Sociedad,0,2
2016-10-29,Alaves,Real Madrid,1,4
2016-10-29,Ath Madrid,Malaga,4,2
2016-10-29,Barcelona,Granada,1,0
2016-10-29,Sp Gijon,Sevilla,1,1
2016-10-30,Ath Bilbao,Osasuna,1,1
2016-10-30,Betis,Espanol,0,1
2016-10-30,Eibar,Villarreal,2,1
2016-10-30,Las Palmas,Celta,3,3
2016-10-31,La Coruna,Valencia,1,1
2016-11-04,Malaga,Sp Gijon,3,2
2016-11-05,Granada,La Coruna,1,1
2016-11-05,Las Palmas,Eibar,1,0
2016-11-05,Osasuna,Alaves,0,1
2016-11-05,Sociedad,Ath Madrid,2,0
2016-11-06,Celta,Valencia,2,1
2016-11-06,Espanol,Ath Bilbao,0,0
2016-11-06,Real Madrid,Leganes,3,0
2016-11-06,Sevilla,Barcelona,1,2
2016-11-06,Villarreal,Betis,2,0
2016-11-18,Betis,Las Palmas,2,0
2016-11-19,Ath Madrid,Real Madrid,0,3
2016-11-19,Barcelona,Malaga,0,0
2016-11-19,Eibar,Celta,1,0
2016-11-19,La Coruna,Sevilla,2,3
2016-11-20,Alaves,Espanol,0,1
2016-11-20,Ath Bilbao,Villarreal,1,0
2016-11-20,Sp Gijon,Sociedad,1,3
2016-11-20,Valencia,Granada,1,1
2016-11-21,Leganes,Osasuna,2,0
2016-11-25,Eibar,Betis,3,1
2016-11-26,Espanol,Leganes,3,0
2016-11-26,Malaga,La Coruna,4,3
2016-11-26,Real Madrid,Sp Gijon,2,1
2016-11-26,Sevilla,Valencia,2,1
2016-11-27,Celta,Granada,3,1
2016-11-27,Osasuna,Ath Madrid,0,3
2016-11-27,Sociedad,Barcelona,1,1
2016-11-27,Villarreal,Alaves,0,2
2016-11-28,Las Palmas,Ath Bilbao,3,1
2016-12-03,Ath Madrid,Espanol,0,0
2016-12-03,Barcelona,Real Madrid,1,1
2016-12-03,Granada,Sevilla,2,1
2016-12-03,Leganes,Villarreal,0,0
2016-12-04,Alaves,Las Palmas,1,1
2016-12-04,Ath Bilbao,Eibar,3,1
2016-12-04,Betis,Celta,3,3
2016-12-04,Sp Gijon,Osasuna,3,1
2016-12-04,Valencia,Malaga,2,2
2016-12-05,La Coruna,Sociedad,5,1
2016-12-09,Malaga,Granada,1,1
2016-12-10,Las Palmas,Leganes,1,1
2016-12-10,Osasuna,Barcelona,0,3
2016-12-10,Real Madrid,La Coruna,3,2
2016-12-10,Sociedad,Valencia,3,2
2016-12-11,Betis,Ath Bilbao,1,0
2016-12-11,Celta,Sevilla,0,3
2016-12-11,Eibar,Alaves,0,0
2016-12-11,Espanol,Sp Gijon,2,1
2016-12-12,Villarreal,Ath Madrid,3,0
2016-12-16,Alaves,Betis,1,0
2016-12-17,Ath Madrid,Las Palmas,1,0
2016-12-17,Granada,Sociedad,0,2
2016-12-17,Sevilla,Malaga,4,1
2016-12-17,Sp Gijon,Villarreal,1,3
2016-12-18,Barcelona,Espanol,4,1
2016-12-18,La Coruna,Osasuna,2,0
2016-12-18,Leganes,Eibar,1,1
2016-12-19,Ath Bilbao,Celta,2,1
2017-01-06,Espanol,La Coruna,1,1
2017-01-07,Eibar,Ath Madrid,0,2
2017-01-07,Las Palmas,Sp Gijon,1,0
2017-01-07,Real Madrid,Granada,5,0
2017-01-07,Sociedad,Sevilla,0,4
2017-01-08,Ath Bilbao,Alaves,0,0
2017-01-08,Betis,Leganes,2,0
2017-01-08,Celta,Malaga,3,1
2017-01-08,Villarreal,Barcelona,1,1
2017-01-09,Osasuna,Valencia,3,3
2017-01-14,Ath Madrid,Betis,1,0
2017-01-14,Barcelona,Las Palmas,5,0
2017-01-14,La Coruna,Villarreal,0,0
2017-01-14,Leganes,Ath Bilbao,0,0
2017-01-15,Celta,Alaves,1,0
2017-01-15,Granada,Osasuna,1,1
2017-01-15,Sevilla,Real Madrid,2,1
2017-01-15,Sp Gijon,Eibar,2,3
2017-01-15,Valencia,Espanol,2,1
2017-01-16,Malaga,Sociedad,0,2
2017-01-20,Las Palmas,La Coruna,1,1
2017-01-21,Alaves,Leganes,2,2
2017-01-21,Espanol,Granada,3,1
2017-01-21,Real Madrid,Malaga,2,1
2017-01-21,Villarreal,Valencia,0,2
2017-01-22,Ath Bilbao,Ath Madrid,2,2
2017-01-22,Betis,Sp Gijon,0,0
2017-01-22,Eibar,Barcelona,0,4
2017-01-22,Osasuna,Sevilla,3,4
2017-01-22,Sociedad,Celta,1,0
2017-01-27,Osasuna,Malaga,1,1
2017-01-28,Alaves,Ath Madrid,0,0
2017-01-28,Eibar,La Coruna,3,1
2017-01-28,Leganes,Celta,0,2
2017-01-28,Villarreal,Granada,2,0
2017-01-29,Ath Bilbao,Sp Gijon,2,1
2017-01-29,Betis,Barcelona,1,1
2017-01-29,Espanol,Sevilla,3,1
2017-01-29,Real Madrid,Sociedad,3,0
2017-01-30,Las Palmas,Valencia,3,1
2017-02-04,Ath Madrid,Leganes,2,0
2017-02-04,Barcelona,Ath Bilbao,3,0
2017-02-04,Malaga,Espanol,0,1
2017-02-04,Valencia,Eibar,0,4
2017-02-05,Sevilla,Villarreal,0,0
2017-02-05,Sociedad,Osasuna,3,2
2017-02-05,Sp Gijon,Alaves,2,4
2017-02-06,Granada,Las Palmas,1,0
2017-02-10,Espanol,Sociedad,1,2
2017-02-11,Alaves,Barcelona,0,6
2017-02-11,Ath Bilbao,La Coruna,2,1
2017-02-11,Betis,Valencia,0,0
2017-02-11,Osasuna,Real Madrid,1,3
2017-02-12,Ath Madrid,Celta,3,2
2017-02-12,Las Palmas,Sevilla,0,1
2017-02-12,Leganes,Sp Gijon,0,2
2017-02-12,Villarreal,Malaga,1,1
2017-02-13,Eibar,Granada,4,0
2017-02-17,Granada,Betis,4,1
2017-02-18,La Coruna,Alaves,0,1
2017-02-18,Real Madrid,Espanol,2,0
2017-02-18,Sevilla,Eibar,2,0
2017-02-18,Sp Gijon,Ath Madrid,1,4
2017-02-19,Barcelona,Leganes,2,1
2017-02-19,Celta,Osasuna,3,0
2017-02-19,Sociedad,Villarreal,0,1
2017-02-19,Valencia,Ath Bilbao,2,0
2017-02-20,Malaga,Las Palmas,2,1
2017-02-22,Valencia,Real Madrid,2,1
2017-02-24,Las Palmas,Sociedad,0,1
2017-02-25,Alaves,Valencia,2,1
2017-02-25,Betis,Sevilla,1,2
2017-02-25,Eibar,Malaga,3,0
2017-02-25,Leganes,La Coruna,4,0
2017-02-26,Ath Bilbao,Granada,3,1
2017-02-26,Ath Madrid,Barcelona,1,2
2017-02-26,Espanol,Osasuna,3,0
2017-02-26,Sp Gijon,Celta,1,1
2017-02-26,Villarreal,Real Madrid,2,3
2017-02-28,Malaga,Betis,1,2
2017-02-28,Sociedad,Eibar,2,2
2017-02-28,Valencia,Leganes,1,0
2017-03-01,Barcelona,Sp Gijon,6,1
2017-03-01,Celta,Espanol,2,2
2017-03-01,Granada,Alaves,2,1
2017-03-01,Osasuna,Villarreal,1,4
2017-03-01,Real Madrid,Las Palmas,3,3
2017-03-02,La Coruna,Ath Madrid,1,1
2017-03-02,Sevilla,Ath Bilbao,1,0
2017-03-03,Betis,Sociedad,2,3
2017-03-04,Barcelona,Celta,5,0
2017-03-04,Eibar,Real Madrid,1,4
2017-03-04,Leganes,Granada,1,0
2017-03-04,Villarreal,Espanol,2,0
2017-03-05,Ath Bilbao,Malaga,1,0
2017-03-05,Ath Madrid,Valencia,3,0
2017-03-05,Las Palmas,Osasuna,5,2
2017-03-05,Sp Gijon,La Coruna,0,1
2017-03-06,Alaves,Sevilla,1,1
2017-03-08,La Coruna,Betis,1,1
2017-03-10,Espanol,Las Palmas,4,3
2017-03-11,Granada,Ath Madrid,0,1
2017-03-11,Malaga,Alaves,1,2
2017-03-11,Sevilla,Leganes,1,1
2017-03-11,Valencia,Sp Gijon,1,1
2017-03-12,Celta,Villarreal,0,1
2017-03-12,La Coruna,Barcelona,2,1
2017-03-12,Real Madrid,Betis,2,1
2017-03-12,Sociedad,Ath Bilbao,0,2
2017-03-13,Osasuna,Eibar,1,1
2017-03-17,Las Palmas,Villarreal,1,0
2017-03-18,Alaves,Sociedad,1,0
2017-03-18,Ath Bilbao,Real Madrid,1,2
2017-03-18,Betis,Osasuna,2,0
2017-03-18,Eibar,Espanol,1,1
2017-03-19,Ath Madrid,Sevilla,3,1
2017-03-19,Barcelona,Valencia,4,2
2017-03-19,La Coruna,Celta,0,1
2017-03-19,Leganes,Malaga,0,0
2017-03-19,Sp Gijon,Granada,3,1
2017-03-31,Espanol,Betis,2,1
2017-04-01,Malaga,Ath Madrid,0,2
2017-04-01,Osasuna,Ath Bilbao,1,2
2017-04-01,Sociedad,Leganes,1,1
2017-04-01,Villarreal,Eibar,2,3
2017-04-02,Granada,Barcelona,1,4
2017-04-02,Real Madrid,Alaves,3,0
2017-04-02,Sevilla,Sp Gijon,0,0
2017-04-02,Valencia,La Coruna,3,0
2017-04-03,Celta,Las Palmas,3,1
2017-04-04,Ath Bilbao,Espanol,2,0
2017-04-04,Ath Madrid,Sociedad,1,0
2017-04-04,Betis,Villarreal,0,1
2017-04-05,Alaves,Osasuna,0,1
2017-04-05,Barcelona,Sevilla,3,0
2017-04-05,La Coruna,Granada,0,0
2017-04-05,Leganes,Real Madrid,2,4
2017-04-05,Sp Gijon,Malaga,0,1
2017-04-06,Eibar,Las Palmas,3,1
2017-04-06,Valencia,Celta,3,2
2017-04-07,Villarreal,Ath Bilbao,3,1
2017-04-08,Espanol,Alaves,1,0
2017-04-08,Malaga,Barcelona,2,0
2017-04-08,Real Madrid,Ath Madrid,1,1
2017-04-08,Sevilla,La Coruna,4,2
2017-04-09,Celta,Eibar,0,2
2017-04-09,Granada,Valencia,1,3
2017-04-09,Las Palmas,Betis,4,1
2017-04-09,Osasuna,Leganes,2,1
2017-04-10,Sociedad,Sp Gijon,3,1
2017-04-14,Ath Bilbao,Las Palmas,5,1
2017-04-15,Ath Madrid,Osasuna,3,0
2017-04-15,Barcelona,Sociedad,3,2
2017-04-15,La Coruna,Malaga,2,0
2017-04-15,Sp Gijon,Real Madrid,2,3
2017-04-16,Betis,Eibar,2,0
2017-04-16,Granada,Celta,0,3
2017-04-16,Leganes,Espanol,0,1
2017-04-16,Valencia,Sevilla,0,0
2017-04-17,Alaves,Villarreal,2,1
2017-04-21,Sevilla,Granada,2,0
2017-04-22,Espanol,Ath Madrid,0,1
2017-04-22,Malaga,Valencia,2,0
2017-04-22,Osasuna,Sp Gijon,2,2
2017-04-22,Villarreal,Leganes,2,1
2017-04-23,Celta,Betis,0,1
2017-04-23,Las Palmas,Alaves,1,1
2017-04-23,Real Madrid,Barcelona,2,3
2017-04-23,Sociedad,La Coruna,1,0
2017-04-24,Eibar,Ath Bilbao,0,1
2017-04-25,Ath Madrid,Villarreal,0,1
2017-04-25,Granada,Malaga,0,2
2017-04-25,Sp Gijon,Espanol,1,1
2017-04-26,Barcelona,Osasuna,7,1
2017-04-26,La Coruna,Real Madrid,2,6
2017-04-26,Leganes,Las Palmas,3,0
2017-04-26,Valencia,Sociedad,2,3
2017-04-27,Alaves,Eibar,0,0
2017-04-27,Ath Bilbao,Betis,2,1
2017-04-27,Sevilla,Celta,2,1
2017-04-28,Villarreal,Sp Gijon,3,1
2017-04-29,Espanol,Barcelona,0,3
2017-04-29,Las Palmas,Ath Madrid,0,5
2017-04-29,Real Madrid,Valencia,2,1
2017-04-29,Sociedad,Granada,2,1
2017-04-30,Betis,Alaves,1,4
2017-04-30,Celta,Ath Bilbao,0,3
2017-04-30,Eibar,Leganes,2,0
2017-04-30,Osasuna,La Coruna,2,2
2017-05-01,Malaga,Sevilla,4,2
2017-05-05,Sevilla,Sociedad,1,1
2017-05-06,Ath Madrid,Eibar,1,0
2017-05-06,Barcelona,Villarreal,4,1
2017-05-06,Granada,Real Madrid,0,4
2017-05-06,Sp Gijon,Las Palmas,1,0
2017-05-07,Alaves,Ath Bilbao,1,0
2017-05-07,La Coruna,Espanol,1,2
2017-05-07,Malaga,Celta,3,0
2017-05-07,Valencia,Osasuna,4,1
2017-05-08,Leganes,Betis,4,0
2017-05-13,Espanol,Valencia,0,1
2017-05-13,Osasuna,Granada,2,1
2017-05-14,Alaves,Celta,3,1
2017-05-14,Ath Bilbao,Leganes,1,1
2017-05-14,Betis,Ath Madrid,1,1
2017-05-14,Eibar,Sp Gijon,0,1
2017-05-14,Las Palmas,Barcelona,1,4
2017-05-14,Real Madrid,Sevilla,4,1
2017-05-14,Sociedad,Malaga,2,2
2017-05-14,Villarreal,La Coruna,0,0
2017-05-17,Celta,Real Madrid,1,4
2017-05-19,Granada,Espanol,1,2
2017-05-20,La Coruna,Las Palmas,3,0
2017-05-20,Leganes,Alaves,1,1
2017-05-20,Sevilla,Osasuna,5,0
2017-05-20,Sp Gijon,Betis,2,2
2017-05-21,Ath Madrid,Ath Bilbao,3,1
2017-05-21,Barcelona,Eibar,4,2
2017-05-21,Celta,Sociedad,2,2
2017-05-21,Malaga,Real Madrid,0,2
2017-05-21,Valencia,Villarreal,1,3
2017-08-18,Leganes,Alaves,1,0
2017-08-18,Valencia,Las Palmas,1,0
2017-08-19,Celta,Sociedad,2,3
2017-08-19,Girona,Ath Madrid,2,2
2017-08-19,Sevilla,Espanol,1,1
2017-08-20,Ath Bilbao,Getafe,0,0
2017-08-20,Barcelona,Betis,2,0
2017-08-20,La Coruna,Real Madrid,0,3
2017-08-21,Levante,Villarreal,1,0
2017-08-21,Malaga,Eibar,0,1
2017-08-25,Betis,Celta,2,1
2017-08-25,Sociedad,Villarreal,3,0
2017-08-26,Alaves,Barcelona,0,2
2017-08-26,Girona,Malaga,1,0
2017-08-26,Las Palmas,Ath Madrid,1,5
2017-08-26,Levante,La Coruna,2,2
2017-08-27,Eibar,Ath Bilbao,0,1
2017-08-27,Espanol,Leganes,0,1
2017-08-27,Getafe,Sevilla,0,1
2017-08-27,Real Madrid,Valencia,2,2
2017-09-08,Leganes,Getafe,1,2
2017-09-09,Barcelona,Espanol,5,0
2017-09-09,Real Madrid,Levante,1,1
2017-09-09,Sevilla,Eibar,3,0
2017-09-09,Valencia,Ath Madrid,0,0
2017-09-10,Ath Bilbao,Girona,2,0
2017-09-10,Celta,Alaves,1,0
2017-09-10,La Coruna,Sociedad,2,4
2017-09-10,Villarreal,Betis,3,1
2017-09-11,Malaga,Las Palmas,1,3
2017-09-15,Eibar,Leganes,1,0
2017-09-16,Ath Madrid,Malaga,1,0
2017-09-16,Betis,La Coruna,2,1
2017-09-16,Getafe,Barcelona,1,2
2017-09-16,Levante,Valencia,1,1
2017-09-17,Alaves,Villarreal,0,3
2017-09-17,Girona,Sevilla,0,1
2017-09-17,Las Palmas,Ath Bilbao,1,0
2017-09-17,Sociedad,Real Madrid,1,3
2017-09-18,Espanol,Celta,2,1
2017-09-19,Barcelona,Eibar,6,1
2017-09-19,Valencia,Malaga,5,0
2017-09-20,Ath Bilbao,Ath Madrid,1,2
2017-09-20,La Coruna,Alaves,1,0
2017-09-20,Leganes,Girona,0,0
2017-09-20,Real Madrid,Betis,0,1
2017-09-20,Sevilla,Las Palmas,1,0
2017-09-21,Celta,Getafe,1,1
2017-09-21,Levante,Sociedad,3,0
2017-09-21,Villarreal,Espanol,0,0
2017-09-23,Alaves,Real Madrid,1,2
2017-09-23,Ath Madrid,Sevilla,2,0
2017-09-23,Girona,Barcelona,0,3
2017-09-23,Malaga,Ath Bilbao,3,3
2017-09-24,Eibar,Celta,0,4
2017-09-24,Espanol,La Coruna,4,1
2017-09-24,Getafe,Villarreal,4,0
2017-09-24,Las Palmas,Leganes,0,2
2017-09-24,Sociedad,Valencia,2,3
2017-09-25,Betis,Levante,4,0
2017-09-29,Celta,Girona,3,3
2017-09-30,La Coruna,Getafe,2,1
2017-09-30,Leganes,Ath Madrid,0,0
2017-09-30,Levante,Alaves,0,2
2017-09-30,Sevilla,Malaga,2,0
2017-10-01,Barcelona,Las Palmas,3,0
2017-10-01,Real Madrid,Espanol,2,0
2017-10-01,Sociedad,Betis,4,4
2017-10-01,Valencia,Ath Bilbao,3,2
2017-10-01,Villarreal,Eibar,3,0
2017-10-13,Espanol,Levante,0,0
2017-10-14,Alaves,Sociedad,0,2
2017-10-14,Ath Bilbao,Sevilla,1,0
2017-10-14,Ath Madrid,Barcelona,1,1
2017-10-14,Getafe,Real Madrid,1,2
2017-10-15,Betis,Valencia,3,6
2017-10-15,Eibar,La Coruna,0,0
2017-10-15,Girona,Villarreal,1,2
2017-10-15,Malaga,Leganes,0,2
2017-10-16,Las Palmas,Celta,2,5
2017-10-21,Barcelona,Malaga,2,0
2017-10-21,Betis,Alaves,2,0
2017-10-21,Levante,Getafe,1,1
2017-10-21,Valencia,Sevilla,4,0
2017-10-22,Celta,Ath Madrid,0,1
2017-10-22,Leganes,Ath Bilbao,1,0
2017-10-22,Real Madrid,Eibar,3,0
2017-10-22,Villarreal,Las Palmas,4,0
2017-10-23,La Coruna,Girona,1,2
2017-10-23,Sociedad,Espanol,1,1
2017-10-28,Alaves,Valencia,1,2
2017-10-28,Ath Bilbao,Barcelona,0,2
2017-10-28,Ath Madrid,Villarreal,1,1
2017-10-28,Sevilla,Leganes,2,1
2017-10-29,Eibar,Levante,2,2
2017-10-29,Getafe,Sociedad,2,1
2017-10-29,Girona,Real Madrid,2,1
2017-10-29,Malaga,Celta,2,1
